#syscall (v5.15.0 2021-11-03),x86,x86_64,x32,arm,aarch64,mips,mips64,mips64n32,parisc,parisc64,ppc,ppc64,riscv64,s390,s390x,sh
rt_sigaction,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rt_sigpending,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rt_sigprocmask,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rt_sigqueueinfo,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rt_sigreturn,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rt_sigsuspend,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rt_sigtimedwait,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
rt_sigtimedwait_time64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
rt_tgsigqueueinfo,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
s390_guarded_storage,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF
s390_pci_mmio_read,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF
s390_pci_mmio_write,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF
s390_runtime_instr,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF
s390_sthyi,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF
sched_getaffinity,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_getattr,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_getparam,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_get_priority_max,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_get_priority_min,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_getscheduler,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_rr_get_interval,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_rr_get_interval_time64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
sched_setaffinity,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_setattr,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_setparam,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_setscheduler,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sched_yield,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
seccomp,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
security,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
select,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF
semctl,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
semget,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
semop,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF
semtimedop,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF
semtimedop_time64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
send,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04
sendfile,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sendfile64,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
sendmmsg,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sendmsg,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
sendto,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setdomainname,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setfsgid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setfsgid32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
setfsuid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setfsuid32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
setgid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setgid32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
setgroups,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setgroups32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
sethostname,SCMP_KV_5_04,SCMP_KV_5_17,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setitimer,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
set_mempolicy,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setns,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setpgid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setpriority,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setregid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setregid32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
setresgid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setresgid32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
setresuid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setresuid32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
setreuid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setreuid32,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_UNDEF,SCMP_KV_5_04,SCMP_KV_UNDEF,SCMP_KV_5_04
setrlimit,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
set_robust_list,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
setsid,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04,SCMP_KV_5_04
